,chapter,verse,translation,interpretation,orig
3333,28,82,"And those who had wished for his position the previous day began to say, 'Oh, how Allah extends provision to whom He wills of His servants and restricts it! If not that Allah had conferred favor on us, He would have caused it to swallow us. Oh, how the disbelievers do not succeed!'","This verse highlights the tendency of some people to envy others for the blessings or positions they have, attributing it solely to themselves or their own efforts. It reminds us that all provision and blessings are ultimately in the control of Allah, who grants them as He wills. The verse also points out the ingratitude exhibited by unbelievers who fail to recognize the source of their blessings and subsequently do not prosper.",وأصبح الذين تمنوا مكانه بالأمس يقولون ويكأن الله يبسط الرزق لمن يشاء من عباده ويقدر لولا أن من الله علينا لخسف بنا ويكأنه لا يفلح الكافرون
3334,28,83,"That home of the Hereafter We shall give to those who desire not exaltedness upon the earth, nor corruption. And the [best] outcome is for the righteous.",This verse emphasizes that the ultimate reward and destination in the Hereafter is for those who do not seek power and corruption in this world. It highlights that the righteous individuals are the ones who will attain the best outcome in the Hereafter.,تلك الدار الآخرة نجعلها للذين لا يريدون علوا في الأرض ولا فسادا والعاقبة للمتقين
3335,28,84,"Whoever comes with good will have better than it, and whoever comes with evil - then those who do evil will not be recompensed except [as much as] what they used to do.","This verse emphasizes the concept of divine justice in Islam. It states that those who do good deeds will receive a better reward than their deeds, while those who do evil deeds will only be recompensed for the evil they have committed. It serves as a reminder that each person will be judged based on their actions, and that ultimately, good deeds will be rewarded and evil deeds will be accounted for.",من جاء بالحسنة فله خير منها ومن جاء بالسيئة فلا يجزى الذين عملوا السيئات إلا ما كانوا يعملون
3336,28,85,"Indeed, it is the One who imposed the Qur'an upon you will bring you back to a place of return. Say, 'My Lord is most knowing of who brings guidance and who is in clear error.'","This verse emphasizes the idea that it is Allah who has set the rules and guidance through the Qur'an for believers. It underscores the ultimate authority and knowledge of Allah, who will guide those who seek guidance and reveal the truth to them. It also serves as a reminder that it is Allah who determines who is guided and who is led astray, ultimately highlighting the importance of seeking guidance from Allah.",إن الذي فرض عليك القرآن لرادك إلى معاد قل ربي أعلم من جاء بالهدى ومن هو في ضلال مبين
3337,28,86,"And you did not expect that the Book would be conveyed to you, but [it was] a mercy from your Lord. So do not be an assistant to the disbelievers.","This verse is reminding the Prophet Muhammad (peace be upon him) that the revelation of the Qur'an was a mercy from Allah. It instructs him not to support the disbelievers in their rejection of the truth, emphasizing the importance of staying firm in faith and not aiding those who consciously turn away from belief.",وما كنت ترجو أن يلقى إليك الكتاب إلا رحمة من ربك فلا تكونن ظهيرا للكافرين
3338,28,87,"And do not let yourself be diverted from the signs of Allah after they have been revealed to you, and invite (people) to your Lord. And never be of the polytheists.",This verse reminds the reader not to be distracted or turned away from the signs of Allah and the guidance provided in the Qur'an. It emphasizes the importance of continuously inviting others to the worship of Allah and to avoid associating partners with Him in any form of polytheism or shirk.,ولا يصدنك عن آيات الله بعد إذ أنزلت إليك وادع إلى ربك ولا تكونن من المشركين
3339,28,88,"And do not invoke with Allah another deity. There is no deity [worthy of worship] except Him. Everything will be destroyed except His Face. His is the judgement, and to Him you will be returned.","This verse emphasizes the concept of monotheism and warns against associating partners with Allah. It highlights the fact that only Allah deserves to be worshipped, as everything else is perishable except Him. The verse also serves as a reminder of the Day of Judgement when all beings will return to Allah for His judgement.",ولا تدع مع الله إلها آخر لا إله إلا هو كل شيء هالك إلا وجهه له الحكم وإليه ترجعون
3340,29,1,Alif Laam Meem.,"This combination of letters, known as 'Huroof Muqatta'at', appears at the beginning of certain chapters (surahs) of the Qur'an. The exact meaning and purpose of these abbreviated letters remain a mystery, with various interpretations and theories proposed by scholars over time. Some suggest that they are divine signs, a challenge to the non-believers, or a way to emphasize the miraculous nature and complexity of the Qur'an.",الم
3341,29,2,"Do the people think that they will be left to say, 'We believe' and they will not be tested?","This verse questions the belief of people that faith can be claimed without being tested. It emphasizes that true belief is proven through facing trials and challenges, requiring steadfastness and sincerity in one's faith.",أحسب الناس أن يتركوا أن يقولوا آمنا وهم لا يفتنون
3342,29,3,"And We have certainly tested those before them, so that Allah will make evident those who are truthful, and He will make evident the liars.","This verse reminds believers that trials and tests are part of life, and just as those before them were tested, they are being tested as well. The purpose of these tests is to distinguish between those who are truthful and sincere in their faith, and those who are dishonest and deceitful. It emphasizes the importance of staying true to one's faith and being honest in all aspects of life, as these tests reveal one's true character and intentions.",ولقد فتنا الذين من قبلهم فليعلمن الله الذين صدقوا وليعلمن الكاذبين
3343,29,4,Or do those who commit evils think We will make them like those who have believed and done righteous deeds - [make them] equal in their life and their death? Evil is that which they judge.,"This verse highlights the misconception of wrongdoers who believe that their actions will lead them to the same fate as those who have faith in God and perform good deeds. The verse emphasizes the importance of faith and righteous actions, condemning the misguided judgment of those who think otherwise.",أم حسب الذين يعملون السيئات أن يسبقونا ساء ما يحكمون
3344,29,5,"Whoever hopes for the meeting with Allah - indeed, the term decreed by Allah is coming. And He is the Hearing, the Knowing.","This verse reminds believers that the meeting with Allah is inevitable, and that every soul will return to Him. It serves as a reminder of the ultimate fate of all beings, emphasizing the importance of preparing for the Hereafter and living a righteous life in anticipation of meeting Allah.",من كان يرجو لقاء الله فإن أجل الله لآت وهو السميع العليم
3345,29,6,"As for those who strive hard (in Us), We shall most certainly show them Our paths, and indeed Allah is with those who are of service to others.","This verse highlights the concept that people who strive and put in effort towards God, will be guided to follow the righteous path Allah has set. It emphasizes that the efforts made by individuals are ultimately for their own benefit and growth. This verse assures that Allah is self-sufficient and does not need anything from the worlds, but He appreciates and rewards those who work diligently towards His cause.",ومن جاهد فإنما يجاهد لنفسه إن الله لغني عن العالمين
3346,29,7,And those who believe and do righteous deeds - We will surely remove from them their misdeeds and will reward them according to the best of what they used to do.,"This verse emphasizes the importance of faith and good deeds. It assures believers that God will erase their sins and reward them generously for their righteous actions. It serves as a reminder of God's mercy and justice, encouraging believers to continue doing good deeds and having faith in Him.",والذين آمنوا وعملوا الصالحات لنكفرن عنهم سيئاتهم ولنجزينهم أحسن الذي كانوا يعملون
3347,29,8,"And We have enjoined upon man goodness to his parents. But if they endeavor to make you associate with Me that of which you have no knowledge, do not obey them. To Me is your return, and I will inform you about what you used to do.","This verse highlights the importance of being kind and respectful towards parents. However, it also emphasizes not following them when they try to lead you to associate partners with God, something that goes against the teachings of Islam. In such cases, loyalty to God supersedes obedience to parents. Ultimately, all will return to God, and He will judge everyone based on their deeds.",ووصينا الإنسان بوالديه حسنا وإن جاهداك لتشرك بي ما ليس لك به علم فلا تطعهما إلي مرجعكم فأنبئكم بما كنتم تعملون
3348,29,9,"And those who believe and do righteous deeds, We will surely admit them among the righteous.","This verse emphasizes the importance of both belief in Allah and the practice of good deeds. It indicates that true faith is demonstrated through righteous actions, and those who combine faith with good deeds will be among the righteous. It serves as a reminder that one's actions are a reflection of their beliefs and will be rewarded accordingly in the Hereafter.",والذين آمنوا وعملوا الصالحات لندخلنهم في الصالحين
3349,29,10,"And of the people is he who says, 'We have believed in Allah,' but when he is harmed for [the cause of] Allah, he considers the trial of the people as [if it were] the punishment of Allah. But if victory comes from your Lord, they say, 'Indeed, we were with you.' Is not Allah most knowing of what is within the breasts of the worlds?","This verse highlights the hypocrisy of some people who claim to believe in Allah but when faced with hardships or persecution for their faith, they fail to remain steadfast and instead see the trials from people as punishment from Allah. However, when any success or victory comes their way, they quickly claim to have been supportive all along. The verse emphasizes that Allah is well aware of the true intentions and beliefs that reside within the hearts of all creation.",ومن الناس من يقول آمنا بالله فإذا أوذي في الله جعل فتنة الناس كعذاب الله ولئن جاء نصر من ربك ليقولن إنا كنا معكم أوليس الله بأعلم بما في صدور العالمين
3350,29,11,And so that Allah will make evident those who believe and will make evident the hypocrites.,"This verse highlights that trials and tests are a means by which Allah distinguishes between those who truly believe in Him and those who are hypocritical in their claims of faith. It serves as a reminder that Allah's wisdom and knowledge encompass all things, including the true intentions of individuals, and that sincerity and faith are keys to being known and accepted by Him.",وليعلمن الله الذين آمنوا وليعلمن المنافقين
3351,29,12,"And those who disbelieve say to those who believe, 'Follow our way, and we will carry your sins.' But they will not carry anything of their sins. Indeed, they are liars.","This verse highlights the arrogance and deception of the disbelievers who try to lead the believers astray by promising to bear the consequences of their sins. However, the disbelievers have no power to alleviate the burden of anyone's sins, and they are lying in their claims. It emphasizes the importance of staying firm in faith and not being swayed by the false promises of those who oppose the believers.",وقال الذين كفروا للذين آمنوا اتبعوا سبيلنا ولنحمل خطاياكم وما هم بحاملين من خطاياهم من شيء إنهم لكاذبون
3352,29,13,"And they will bear their own burdens, and other burdens along with their own, and they will surely be questioned on the Day of Resurrection about what they used to fabricate.","This verse emphasizes that everyone will be held accountable for their deeds on the Day of Judgment. Not only will individuals carry the weight of their actions, but they will also bear the consequences of leading others astray. In the end, all will be questioned about their lies and fabrications, showing that deceit and dishonesty will not go unnoticed by Allah.",وليحملن أثقالهم وأثقالا مع أثقالهم وليسألن يوم القيامة عما كانوا يفترون
3353,29,14,"And We certainly sent Noah to his people, and he stayed among them a thousand years minus fifty years, and the flood seized them while they were wrongdoers.","This verse refers to the story of the Prophet Noah (Nuh in Arabic) and how he called his people to the worship of one God for nearly a thousand years. Despite his efforts and persistence, his people persisted in their disobedience and wrongdoing. The verse highlights the consequences of their actions as they were ultimately punished by a flood. It serves as a reminder of the importance of guidance and the consequences of rejecting the truth.",ولقد أرسلنا نوحا إلى قومه فلبث فيهم ألف سنة إلا خمسين عاما فأخذهم الطوفان وهم ظالمون
3354,29,15,"So We saved him and those with him in the laden ship, making it a sign for the worlds.","This verse refers to the story of Prophet Noah (peace be upon him) and the those who were with him in the Ark. It highlights the mercy and protection of Allah towards the believers. The Ark itself became a sign and a lesson for all people, serving as a reminder of the importance of faith and obedience to Allah.",فأنجيناه وأصحاب السفينة وجعلناها آية للعالمين
3355,29,16,"And [mention, O Muhammad], when Abraham said to his people, 'Worship Allah and fear Him. That is best for you, if you should know.'","This verse from the Qur'an highlights the message of Prophet Abraham to his people, emphasizing the importance of worshipping Allah alone and being conscious of Him. The verse conveys the idea that true success and goodness come from obeying Allah and maintaining piety. It serves as a reminder to prioritize faith and righteousness in one's life for the ultimate benefit and well-being.",وإبراهيم إذ قال لقومه اعبدوا الله واتقوه ذلكم خير لكم إن كنتم تعلمون
3356,29,17,"You only worship idols besides Allah and produce falsehood. Indeed, those you worship besides Allah do not possess for you [the power of] provision. So seek from Allah provision and worship Him and be grateful to Him. To Him you will be returned.","This verse emphasizes the futility of worshipping anything other than Allah, highlighting that idols cannot provide sustenance or fulfill the needs of individuals. It encourages believers to seek provision from Allah alone, worship Him sincerely, and show gratitude, ultimately reminding them that all will return to Allah in the end.",إنما تعبدون من دون الله أوثانا وتخلقون إفكا إن الذين تعبدون من دون الله لا يملكون لكم رزقا فابتغوا عند الله الرزق واعبدوه واشكروا له إليه ترجعون
3357,29,18,And if you deny [the truth] - already nations before you have denied. And the duty of the Messenger is only to clearly convey [the message].,"This verse highlights the inevitability of some people rejecting the message of the Qur'an, just as previous nations had also rejected the teachings of their respective prophets. It emphasizes that the role of the Messenger is solely to convey the message clearly, and that the ultimate acceptance or rejection of the message lies with the people themselves.",وإن تكذبوا فقد كذب أمم من قبلكم وما على الرسول إلا البلاغ المبين
3358,29,19,"Do they not see how Allah initiates the creation, then reproduces it? That is easy for Allah.","This verse reminds believers of the power and ability of Allah to create and recreate everything in the universe. It emphasizes the concept of resurrection and the afterlife, highlighting that for Allah, the process of creation and recreation is effortless and simple. It serves as a reminder of the Day of Judgment when all creation will be resurrected and held accountable for their deeds.",أولم يروا كيف يبدئ الله الخلق ثم يعيده إن ذلك على الله يسير
3359,29,20,"Say, 'Travel through the land and observe how He began creation. Then Allah will produce the final creation. Indeed Allah, over all things, is competent.'","This verse encourages reflection and contemplation on the signs of creation in the world around us. By observing the universe and reflecting on the beginning of creation, one can gain a deeper understanding of Allah's power and ability to bring about the final creation in the Hereafter. It emphasizes Allah's omnipotence and control over all things, reminding believers of His capability to bring about the end of this world and the beginning of the next.",قل سيروا في الأرض فانظروا كيف بدأ الخلق ثم الله ينشئ النشأة الآخرة إن الله على كل شيء قدير
3360,29,21,"He punishes whom He wills and has mercy upon whom He wills, and to Him you will be returned.","This verse emphasizes the absolute authority of God over his creation. It highlights that God has the power to punish or show mercy to whomever He chooses. It serves as a reminder of the final return to God, where all individuals will be held accountable for their actions.",يعذب من يشاء ويرحم من يشاء وإليه تقلبون
3361,29,22,And you are not [powerful] in the land or in the heaven. And besides Allah you have neither any protector nor any helper.,"This verse emphasizes the ultimate power and authority of Allah over all creation. It highlights that no one can defy or challenge Allah's will, and that without Him, no one has the ability to protect or assist anyone. It serves as a reminder for humankind of their humble position in relation to the divine power of Allah.",وما أنتم بمعجزين في الأرض ولا في السماء وما لكم من دون الله من ولي ولا نصير
3362,29,23,"And those who disbelieve in the signs of Allah and the meeting with Him - those have despaired of My mercy, and they will have a painful punishment.",This verse emphasizes that those who reject the signs of Allah and deny the concept of meeting Him in the Hereafter will be deprived of Allah's mercy and will face a severe punishment. It warns against disbelief and calls for faith in Allah's signs and the ultimate meeting with Him.,والذين كفروا بآيات الله ولقائه أولئك يئسوا من رحمتي وأولئك لهم عذاب أليم
3363,29,24,"So the answer of his people was only that they said, 'Kill him or burn him,' but Allah saved him from the fire. Indeed in that are signs for a people who believe.","This verse highlights the story of Prophet Ibrahim (Abraham) when his people threatened to kill him by burning. Despite the threat, Allah protected and saved him from the fire as a sign for those who believe in Him, emphasizing the concept of divine protection and miracles for the believers.",فما كان جواب قومه إلا أن قالوا اقتلوه أو حرقوه فأنجاه الله من النار إن في ذلك لآيات لقوم يؤمنون
3364,29,25,"And they have said, 'You have only taken [for yourselves] idols besides Allah as a bond of love among you in worldly life.' But then on the Day of Resurrection, they will deny one another and curse one another, and your refuge will be the Fire, and you will not have any helpers.'","This verse warns about the consequences of idolatry and false bonds based on idol worship. In the worldly life, people may form relationships and alliances based on false deities, but on the Day of Resurrection, all such ties will be severed. Each person will deny and curse the other, and their ultimate abode will be the Fire, with no supporters or helpers. It emphasizes the futility of putting faith in idols and warns about the severe consequences in the Hereafter.",وقال إنما اتخذتم من دون الله أوثانا مودة بينكم في الحياة الدنيا ثم يوم القيامة يكفر بعضكم ببعض ويلعن بعضكم بعضا ومأواكم النار وما لكم من ناصرين
3365,29,26,"So Lot believed him. [Abraham] said, 'Indeed, I will emigrate for the sake of my Lord. Indeed, He is the Exalted in Might, the Wise.'","This verse portrays Prophet Lot's belief in Prophet Abraham's message and his decision to emigrate for the sake of worshipping Allah alone. It reflects the importance of faith, obedience, and sacrifice in the path of righteousness, highlighting the wisdom and power of Allah in guiding His servants.",فآمن له لوط وقال إني مهاجر إلى ربي إنه هو العزيز الحكيم
3366,29,27,"And We granted him Isaac and Jacob and placed prophethood and the Scripture in his descendants. And We gave him his reward in this world, and indeed, he is among the righteous in the Hereafter.","This verse highlights the blessings bestowed upon Prophet Abraham (Ibrahim), mentioning his righteous offspring Isaac and Jacob (Ishaq and Ya'qub). It emphasizes that prophethood and divine scriptures were passed down in his lineage. In addition to the rewards granted to him in this world, the verse assures believers that he will be among the righteous in the Hereafter. It underlines the eternal significance of his faith and deeds, setting an example for others to follow.",ووهبنا له إسحاق ويعقوب وجعلنا في ذريته النبوة والكتاب وآتيناه أجره في الدنيا وإنه في الآخرة لمن الصالحين
3367,29,28,"And [mention] Lot, when he said to his people, 'Indeed, you commit such immorality as no one has preceded you with from among the worlds.'","This verse highlights the story of Prophet Lot (peace be upon him) and his people, who were engaged in immoral acts that were unprecedented in the world. It serves as a warning against deviating from the path of righteousness and engaging in sinful behavior that goes against the norms of society and the teachings of Allah.",ولوطا إذ قال لقومه إنكم لتأتون الفاحشة ما سبقكم بها من أحد من العالمين
3368,29,29,"Do you indeed approach men with desire instead of women? Rather, you are a people behaving ignorantly.' But the answer of his people was not except that they said, 'Expel them from your city. Indeed, they are men who keep themselves pure.'","This verse from the Qur'an condemns the act of approaching men with desire instead of women, highlighting the ignorance and wrongdoing of such behavior. It depicts a situation where people are engaging in immoral actions and when confronted, instead of repenting, they reject the truth and demand punishment, showing their refusal to acknowledge their wrongdoings. It serves as a reminder to stay away from acts that go against the natural order and teachings of Islam, emphasizing the importance of purity and righteousness.",أئنكم لتأتون الرجال وتقطعون السبيل وتأتون في ناديكم المنكر فما كان جواب قومه إلا أن قالوا ائتنا بعذاب الله إن كنت من الصادقين
3369,29,30,"He said, ""My Lord, support me against the corrupting people.""","This verse shows the Prophet Nuh (Noah) seeking help and assistance from Allah against the wrongdoers and corrupt individuals. It highlights the importance of seeking aid from Allah in times of difficulty and oppression, as well as the Prophet's unwavering trust in Allah's support and guidance.",قال رب انصرني على القوم المفسدين
3370,29,31,"And when Our messengers came to Abraham with the good tidings, they said, ""Indeed, we will destroy the people of this city. Indeed, its people have been wrongdoers.""",This verse talks about when the angels visited Prophet Abraham with the news of the destruction of the people of a city due to their wrongdoing and disbelief. It highlights the concept of divine punishment for those who engage in oppression and transgression against the teachings of Allah. It serves as a reminder of the consequences of wrongdoing and the importance of staying on the path of righteousness to avoid such destruction.,ولما جاءت رسلنا إبراهيم بالبشرى قالوا إنا مهلكو أهل هذه القرية إن أهلها كانوا ظالمين
3371,29,32,"He said, ""Indeed, in it is Lot."" They said, ""We are most knowing of who is in it; we will surely save him and his family, except his wife. She is to be of those who remain behind.""","In this verse, the angels mention the presence of Lot in the city they are discussing. They express their intention to save Lot and his family from the impending punishment, except for his wife who will be left behind. This verse speaks to the divine knowledge of the angels and the specific response to the situation at hand, highlighting the concept of divine justice and mercy.",قال إن فيها لوطا قالوا نحن أعلم بمن فيها لننجينه وأهله إلا امرأته كانت من الغابرين
3372,29,33,"And when Our messengers came to Lot, he was anguished for them and felt powerless to protect them. They said, 'Do not fear and do not grieve. Indeed, we will save you and your family, except your wife; she is to be among those who stay behind.'","This verse narrates the story of Prophet Lot (Lut) and his interaction with the angels sent by God. It emphasizes the protection and guidance offered by the angels to Prophet Lot in a time of distress and fear. The verse serves as a reminder of Allah's protection for the righteous, even in the face of adversity. It also highlights the importance of faith and trust in God's plan, as Prophet Lot was reassured by the angels not to fear or grieve as they offered salvation to him and his family except for his wife, who chose to be among the disbelievers.",ولما أن جاءت رسلنا لوطا سيء بهم وضاق بهم ذرعا وقالوا لا تخف ولا تحزن إنا منجوك وأهلك إلا امرأتك كانت من الغابرين
3373,29,34,We will certainly send down upon the people of this town punishment from the sky because they have been defiantly disobedient.,This verse serves as a warning of the consequences of disobedience and defiance towards God. It emphasizes that wrongdoing and disobedience lead to punishment and that divine retribution can come in various forms. The verse highlights the importance of following the guidance of God to avoid facing His wrath and punishment.,إنا منزلون على أهل هذه القرية رجزا من السماء بما كانوا يفسقون
3374,29,35,And We have certainly left of it a sign clear for a people who use reason.,"This verse highlights that within the Qur'an, there are clear signs and proofs for those who possess reason and intellect to reflect upon and comprehend. It emphasizes the importance of using one's intellect and reasoning to grasp the messages and wisdom contained in the Qur'an.",ولقد تركنا منها آية بينة لقوم يعقلون
3375,29,36,"And to the people of Madyan We sent their brother Shu'aib. He said, 'O my people, worship Allah; you have no deity other than Him. And do not diminish from the measure and the scale. Indeed, I see you in prosperity, but indeed, I fear for you the punishment of an all-encompassing Day.'","This verse from the Qur'an talks about the Prophets' mission to guide their people to worship Allah alone and uphold justice. In this instance, Prophet Shu'aib is instructing the people of Madyan to worship Allah, to be mindful of the Day of Judgment, and to avoid corruption and injustice on earth. The verse emphasizes the importance of monotheism, ethical behavior, and accountability in the sight of Allah.",وإلى مدين أخاهم شعيبا فقال يا قوم اعبدوا الله وارجوا اليوم الآخر ولا تعثوا في الأرض مفسدين
3376,29,37,"So they denied him, and the earthquake seized them, and they became within their homes [corpses] fallen prone.",This verse illustrates the consequences faced by a people who rejected the message of a prophet. The earthquake mentioned symbolizes a punishment that seized those who denied the truth. The image of them becoming lifeless in their own homes serves as a stark reminder of the outcome of denying the prophets and their messages.,فكذبوه فأخذتهم الرجفة فأصبحوا في دارهم جاثمين
3377,29,38,"And [We destroyed] 'Aad and Thamud, and it has become clear to you from their [ruined] dwellings. And Satan had made pleasing to them their deeds and averted them from the path, and they were endowed with insight.","This verse highlights the destruction of the nations of 'Aad and Thamud due to their disobedience and deviation from the right path, even though they were given clear signs. It emphasizes how Satan beautified their wrongful actions to lead them astray despite their ability to perceive the truth.",وعادا وثمود وقد تبين لكم من مساكنهم وزين لهم الشيطان أعمالهم فصدهم عن السبيل وكانوا مستبصرين
3378,29,39,"And Qarun (Korah), Pharaoh, and Haman; and certainly, Moses came to them with clear proofs, but they were arrogant in the land, and they were not among those who would succeed.","This verse highlights the mention of Qarun (Korah), Pharaoh, and Haman as examples of arrogant and oppressive individuals in history. Despite receiving clear signs and proofs from Prophet Moses, they chose to be arrogant and oppressive, leading to their downfall and failure. The verse serves as a reminder that no matter how powerful or wealthy a person may be, true success lies in humility and righteousness, not arrogance and oppression.",وقارون وفرعون وهامان ولقد جاءهم موسى بالبينات فاستكبروا في الأرض وما كانوا سابقين
3379,29,40,"So We took each one for his sin; and among them were those upon whom We sent a storm of stones, and among them were those who were seized by the blast, and among them were those whom We caused the earth to swallow, and among them were those whom We drowned. And Allah did not wrong them, but it was they who were wronging themselves.","This verse highlights the concept of accountability and divine justice. It states that each individual is held responsible for their own sins and actions. The different forms of punishment mentioned in the verse, such as being struck by stones, blasted, swallowed by the earth, or drowned, are manifestations of the consequences of their own wrongdoing. It emphasizes that it is not Allah who wrongs them but rather they wrong themselves by their sinful behavior.",فكلا أخذنا بذنبه فمنهم من أرسلنا عليه حاصبا ومنهم من أخذته الصيحة ومنهم من خسفنا به الأرض ومنهم من أغرقنا وما كان الله ليظلمهم ولكن كانوا أنفسهم يظلمون
3380,29,41,"The example of those who take allies other than Allah is like that of the spider who takes a home. And indeed, the weakest of homes is the home of the spider, if they only knew.","This verse draws a comparison between those who take false deities besides Allah as protectors or allies, and the spider that builds its fragile home. It emphasizes that relying on anything or anyone other than Allah for protection and support is as weak and vulnerable as the home of a spider. The verse encourages believers to place their trust and reliance solely on Allah, as He is the ultimate protector and source of strength.",مثل الذين اتخذوا من دون الله أولياء كمثل العنكبوت اتخذت بيتا وإن أوهن البيوت لبيت العنكبوت لو كانوا يعلمون
3381,29,42,"Indeed, Allah knows whatever they call upon besides Him; and He is the Exalted in Might, the Wise.","This verse emphasizes the omniscience of Allah, stating that He is aware of whatever is invoked or worshipped besides Him. It also showcases His attributes of ultimate power and wisdom, highlighting that He is the Almighty and the All-Wise.",إن الله يعلم ما يدعون من دونه من شيء وهو العزيز الحكيم
3382,29,43,"And these examples We present to the people, but none will understand them except those of knowledge.",This verse emphasizes the importance of knowledge and understanding in interpreting the examples and parables given in the Qur'an. It highlights the idea that only those who possess true knowledge and wisdom can truly comprehend the deeper meanings and lessons conveyed in these examples.,وتلك الأمثال نضربها للناس وما يعقلها إلا العالمون
3383,29,44,Allah created the heavens and the earth in truth. Indeed in that is a sign for the believers.,"This verse highlights the creation of the heavens and the earth by Allah as a manifestation of His power and truth. It serves as a reminder and a sign for the believers of His existence, His greatness, and His ability to create everything in truth and perfection.",خلق الله السماوات والأرض بالحق إن في ذلك لآية للمؤمنين
3384,29,45,"Recite what has been revealed to you of the Book, and establish prayer. Indeed, prayer prohibits immorality and wrongdoing, and the remembrance of Allah is greater. And Allah knows what you do.","This verse emphasizes the importance of reciting and following the teachings of the Qur'an, and establishing regular prayers. It highlights that prayer serves as a deterrent against immoral and wrongful actions, and that remembering Allah is of utmost importance. The verse further reminds that Allah is knowledgeable of all our actions, encouraging believers to stay mindful of their deeds.",اتل ما أوحي إليك من الكتاب وأقم الصلاة إن الصلاة تنهى عن الفحشاء والمنكر ولذكر الله أكبر والله يعلم ما تصنعون
3385,29,46,"And do not argue with the People of the Scripture except in a way that is best, except for those who commit injustice among them, and say, 'We believe in that which has been revealed to us and revealed to you. And our God and your God is one; and we are Muslims [in submission] to Him.'","This verse advises the believers on how to engage with the People of the Scripture (Jews and Christians) in a respectful and wise manner. It encourages dialogue based on goodness and kindness, except with those who wrong others. It emphasizes the shared belief in one God for all, sending a message of unity and peaceful coexistence. The believers are reminded to maintain their faith and submission to God amidst diversity and differing beliefs.",ولا تجادلوا أهل الكتاب إلا بالتي هي أحسن إلا الذين ظلموا منهم وقولوا آمنا بالذي أنزل إلينا وأنزل إليكم وإلهنا وإلهكم واحد ونحن له مسلمون
3386,29,47,"And thus We have revealed to you the Book, and those to whom We have given the Book believe in it. And among these are those who believe in it. And none reject Our signs except the disbelievers.",This verse highlights the importance of belief in the revelations sent by Allah. It emphasizes that those who have been given the Book (previous scriptures) should believe in the Qur'an as well. Those who deny the signs and messages of Allah are considered disbelievers. The verse reinforces the concept of faith in Allah's revelations and the consequences of rejection of the signs of Allah.,وكذلك أنزلنا إليك الكتاب فالذين آتيناهم الكتاب يؤمنون به ومن هؤلاء من يؤمن به وما يجحد بآياتنا إلا الكافرون
3387,29,48,"And you had not recited before it any scripture, nor did you inscribe one with your right hand. Otherwise the falsifiers would have had [cause for] doubt.","This verse highlights the fact that Prophet Muhammad (peace be upon him) was unlettered and had not received any formal education or training in reading or writing. The Quran is considered a miraculous revelation from Allah, as it was recited to the Prophet Muhammad who then conveyed it to the people. The verse dismisses any claim that the Prophet Muhammad could have authored the Quran himself, emphasizing its divine origin and refuting the accusations of those who doubted his prophethood.",وما كنت تتلو من قبله من كتاب ولا تخطه بيمينك إذا لارتاب المبطلون
3388,29,49,"Rather, it is clear signs in the breasts of those who have been given knowledge. And none reject Our signs except the wrongdoers.","This verse emphasizes that the signs and revelations of Allah are clear and evident to those who possess knowledge and understanding. It highlights that those who deny or reject these signs are ultimately the wrongdoers, implying that disbelief or refusal to acknowledge the truth is an act of injustice.",بل هو آيات بينات في صدور الذين أوتوا العلم وما يجحد بآياتنا إلا الظالمون
3389,29,50,"And they say, ""Why has no sign been sent down to him from his Lord?"" Say, ""Indeed, the signs are only with Allah, and I am only a clear warner.""","This verse is emphasizing the fact that the signs and miracles are in the hands of Allah alone, and it is not up to humans to question or demand them. The role of the Prophet mentioned here is that of a Warner, delivering the message clearly and effectively, regardless of whether or not miraculous signs accompany it.",وقالوا لولا أنزل عليه آيات من ربه قل إنما الآيات عند الله وإنما أنا نذير مبين
3390,29,51,Is it not sufficient for them that We have sent down to you the Book which is recited to them? Indeed in that is a mercy and a reminder for a people who believe.,This verse emphasizes the importance and sufficiency of the Qur'an as a guidance and reminder for those who believe. It highlights that the Book is a source of mercy and a reminder for those who have faith in Allah. It serves as a clear sign for those who are willing to reflect and be guided by its teachings.,أولم يكفهم أنا أنزلنا عليك الكتاب يتلى عليهم إن في ذلك لرحمة وذكرى لقوم يؤمنون
3391,29,52,"Say, ""Sufficient is Allah between me and you as Witness. He knows what is in the heavens and the earth. And they who have believed in falsehood and disbelieved in Allah - it is those who are the losers.""","This verse emphasizes Allah's omniscience and oversight, highlighting that He is well aware of everything in the heavens and the earth. It warns against disbelief in Allah and believing in falsehood, underscoring that those who do so will face loss and be deprived of guidance and success in this life and the Hereafter.",قل كفى بالله بيني وبينكم شهيدا يعلم ما في السماوات والأرض والذين آمنوا بالباطل وكفروا بالله أولئك هم الخاسرون
3392,29,53,"And they urge you to hasten the punishment. And if not for [the decree of] a specified term, punishment would have reached them. But it will surely come to them suddenly while they perceive not.","This verse points out the impatience of disbelievers who demand immediate punishment upon the Prophet Muhammad (peace be upon him) and his followers. However, the verse emphasizes that if not for the appointed time designated by Allah, the punishment would have already befallen them. The verse serves as a reminder that the punishment of Allah is certain and will come suddenly and unexpectedly for those who are heedless.",ويستعجلونك بالعذاب ولولا أجل مسمى لجاءهم العذاب وليأتينهم بغتة وهم لا يشعرون
