,chapter,verse,translation,interpretation,orig
141,2,135,"And they say: 'Be Jews or Christians, then you will be guided.' Say: 'Nay, (we follow) the religion of Ibrahim, Hanifa, and he was not of the Mushrikun.'","The verse highlights the importance of following the pure and original faith of Prophet Ibrahim, which was free from polytheism and idolatry, and serves as a reminder to Muslims to adhere to the straight path and avoid the corrupting influences of other religions.",وقالوا كونوا هودا أو نصارى تهتدوا قل بل ملة إبراهيم حنيفا وما كان من المشركين
142,2,136,"Say, 'We have believed in Allah and what was revealed to us and what was revealed to Ibrahim and Ismail and Ishaq and Yaqub and the Descendants and what was given to Musa and Isa and what was given to the prophets from their Lord. We make no distinction between any of them, and we are Muslims [in submission] to Him.'","This verse emphasizes the unity of faith and the continuity of prophetic traditions, implying that the believers acknowledge and respect the divine revelations received by all prophets, without differentiating between them, and submit to the will of God, affirming their commitment to the faith.",قولوا آمنا بالله وما أنزل إلينا وما أنزل إلى إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى وما أوتي النبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون
143,2,137,"If they believe as you believe, then they are guided, and if they turn away, then they are only in opposition, and Allah will suffice you against them, and He is the Hearing, the Knowing.","The verse highlights the importance of faith and trust in God, emphasizing that if others believe as the believers do, they will be guided, but if they turn away, God will be sufficient to protect and defend the believers.",فإن آمنوا بمثل ما آمنتم به فقد اهتدوا وإن تولوا فإنما هم في شقاق فسيكفيكهم الله وهو السميع العليم
144,2,138,"The Baptism of Allah, and who is better than Allah in baptism, and we are His worshippers.","The verse highlights the uniqueness and superiority of Allah's guidance and direction, implying that no one can provide a more comprehensive and perfect way of life than Allah, and that true believers acknowledge and submit to His will.",صبغة الله ومن أحسن من الله صبغة ونحن له عابدون
145,2,139,"Say, 'Do you argue with us about Allah while He is our Lord and your Lord? For us are our deeds and for you are your deeds. We are sincere to Him.'","The verse emphasizes the futility of arguing with believers about God, highlighting the personal nature of one's relationship with Him, and the individual accountability for one's actions.",قل أتحاجوننا في الله وهو ربنا وربكم ولنا أعمالنا ولكم أعمالكم ونحن له مخلصون
146,2,140,Or do you say that Ibrahim and Ismail and Ishaq and Yaqub and the tribes were Jews or Christians? Say: 'Do you know better or Allah? And who is more unjust than he who conceals a testimony he has from Allah? And Allah is not unaware of what you do.',"The verse highlights the importance of submitting to God's will and revelation, rather than relying on one's own judgment or tradition, as it is God who has the ultimate knowledge and wisdom.",أم تقولون إن إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط كانوا هودا أو نصارى قل أأنتم أعلم أم الله ومن أظلم ممن كتم شهادة عنده من الله وما الله بغافل عما تعملون
147,2,141,"That is a nation that has passed on. It will have [the consequence of] what it earned, and you will have what you have earned. And you will not be asked about what they used to do.","This verse emphasizes the concept of personal responsibility, where every individual is accountable for their own actions and will be judged accordingly, without being held responsible for the actions of others.",تلك أمة قد خلت لها ما كسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون
148,2,142,"The foolish among the people will say: 'What has turned them from their Qiblah which they were facing?' Say: 'To Allah belong the East and the West, He guides whom He wills to a straight path'","The verse highlights the idea that God's guidance is not limited by geographical direction or physical orientation, emphasizing that true guidance comes from God alone, and that He guides those whom He wills, regardless of their physical location or direction of prayer.",سيقول السفهاء من الناس ما ولاهم عن قبلتهم التي كانوا عليها قل لله المشرق والمغرب يهدي من يشاء إلى صراط مستقيم
149,2,143,"And thus We have made you a moderate nation that you will be witnesses over the people and the Messenger will be a witness over you. And We did not make the qiblah which you used to face except to know who follows the Messenger from those who turn back on their heels. And indeed, it was a great trial except for those whom Allah guided. And Allah would not waste your faith. Indeed, Allah is to the people Kind and Merciful.","The verse highlights the significance of the Muslim community as a moderate and balanced nation, serving as a model for humanity, and emphasizes the importance of following the Prophet's guidance, as those who turn away from it will face trial and hardship, while those who remain faithful will be rewarded with Allah's mercy.",وكذلك جعلناكم أمة وسطا لتكونوا شهداء على الناس ويكون الرسول عليكم شهيدا وما جعلنا القبلة التي كنت عليها إلا لنعلم من يتبع الرسول ممن ينقلب على عقبيه وإن كانت لكبيرة إلا على الذين هدى الله وما كان الله ليضيع إيمانكم إن الله بالناس لرءوف رحيم
150,2,144,"Many will see you turning your face towards the sky, then We will turn you to a Qiblah that will please you. Turn then your face in the direction of the Sacred Mosque, and wherever you are, turn your faces towards it. Those who have been given the Book know that it is the truth from their Lord, and Allah is not unaware of what they do.","The verse highlights the significance of the Qiblah, the direction of prayer, as a symbol of unity and obedience to God, and reminds believers that their actions are always under God's watchful eye.",قد نرى تقلب وجهك في السماء فلنولينك قبلة ترضاها فول وجهك شطر المسجد الحرام وحيث ما كنتم فولوا وجوهكم شطره وإن الذين أوتوا الكتاب ليعلمون أنه الحق من ربهم وما الله بغافل عما يعملون
151,2,145,"And even if you were to bring to those who were given the Scripture every sign, they would not follow your direction; and you do not follow their direction; and some of them do not follow the direction of others. And if you were to follow their desires after what has come to you of knowledge, indeed, you would then be among the wrongdoers.","The verse highlights the futility of trying to convince those who are stubbornly opposed to the truth, and the importance of staying firm in one's convictions, rather than compromising with those who reject the guidance that has been revealed.",ولئن أتيت الذين أوتوا الكتاب بكل آية ما تبعوا قبلتك وما أنت بتابع قبلتهم وما بعضهم بتابع قبلة بعض ولئن اتبعت أهواءهم من بعد ما جاءك من العلم إنك إذا لمن الظالمين
152,2,146,Those to whom We have given the Scripture recognize it as they recognize their own sons; but indeed a party of them conceal the truth while they know.,"The verse highlights the hypocrisy of some people who have been given the Scripture, as they deliberately conceal the truth despite having knowledge of it, and this concealment is a clear indication of their dishonesty.",الذين آتيناهم الكتاب يعرفونه كما يعرفون أبناءهم وإن فريقا منهم ليكتمون الحق وهم يعلمون
153,2,147,"The truth is from your Lord, so do not be among the doubters.","This verse emphasizes the importance of having faith in the revelation from God, and warns against doubting the truth, which can lead to spiritual confusion and ultimately, deviation from the right path.",الحق من ربك فلا تكونن من الممترين
154,2,148,"And for every nation there is a direction to which they turn, so hasten to good deeds wherever you are, God will bring you all together, indeed God is over all things competent.","The verse suggests that every individual or community has a unique spiritual direction or orientation, and that they should strive to do good deeds regardless of their geographical location, as ultimately God will bring all people together and judge their actions.",ولكل وجهة هو موليها فاستبقوا الخيرات أين ما تكونوا يأت بكم الله جميعا إن الله على كل شيء قدير
155,2,149,"And from wherever you go out, turn your face towards the Sacred Mosque, and indeed, it is the truth from your Lord. And Allah is not unaware of what you do.","The verse emphasizes the importance of facing the Sacred Mosque in prayer, symbolizing the unity and direction of the Muslim community, and serves as a reminder that God is always aware of human actions, implying that one's deeds will be accounted for.",ومن حيث خرجت فول وجهك شطر المسجد الحرام وإنه للحق من ربك وما الله بغافل عما تعملون
156,2,150,"And from wherever you went out, turn your face towards the Sacred Mosque, and wherever you are, turn your faces towards it, lest the people should have an argument against you, except those of them who did wrong; so do not fear them, but fear Me, and so that I may complete My favor upon you and that you may be guided.","The verse emphasizes the importance of obedience to God's commands, in this case, the change of the direction of prayer from Jerusalem to the Sacred Mosque in Mecca, and warns against fearing the opposition of others, instead, one should fear God and trust in His guidance and favor.",ومن حيث خرجت فول وجهك شطر المسجد الحرام وحيث ما كنتم فولوا وجوهكم شطره لئلا يكون للناس عليكم حجة إلا الذين ظلموا منهم فلا تخشوهم واخشوني ولأتم نعمتي عليكم ولعلكم تهتدون
157,2,151,"Just as We have sent among you a Messenger from yourselves, reciting to you Our verses and purifying you and teaching you the Book and wisdom and teaching you what you did not know.","The verse highlights the significance of the Prophet Muhammad's role as a teacher and guide, emphasizing that he was sent to educate and purify the believers, and to impart wisdom and knowledge that they previously lacked, thereby elevating their spiritual and intellectual understanding.",كما أرسلنا فيكم رسولا منكم يتلو عليكم آياتنا ويزكيكم ويعلمكم الكتاب والحكمة ويعلمكم ما لم تكونوا تعلمون
158,2,152,"So remember Me, I will remember you, and be grateful to Me and do not be ungrateful to Me.","This verse emphasizes the reciprocal nature of the relationship between God and humanity, where God's remembrance and blessings are contingent upon humanity's remembrance and gratitude towards Him, highlighting the importance of gratitude and obedience in maintaining a strong connection with the divine.",فاذكروني أذكركم واشكروا لي ولا تكفرون
159,2,153,"O you who have believed, seek help through patience and prayer. Indeed, Allah is with the patient.","The verse emphasizes the importance of patience and prayer in times of hardship, and assures believers that God is always with those who persevere and remain steadfast in their faith.",يا أيها الذين آمنوا استعينوا بالصبر والصلاة إن الله مع الصابرين
160,2,154,"And do not say about those who are killed in the way of Allah, 'They are dead.' Rather, they are alive, but you do not perceive.","This verse highlights the honorable status of martyrs in Islam, emphasizing that they are not dead, but rather alive in the presence of God, and their souls are in a state of bliss, even though their physical bodies may have perished.",ولا تقولوا لمن يقتل في سبيل الله أموات بل أحياء ولكن لا تشعرون
161,2,155,"And We will surely test you with something of fear and hunger and a loss of wealth and lives and crops, but give good tidings to the patient ones.","The verse highlights the importance of patience in the face of adversity, implying that those who persevere through trials and hardships will be rewarded with good tidings, suggesting that their patience will ultimately lead to a favorable outcome.",ولنبلونكم بشيء من الخوف والجوع ونقص من الأموال والأنفس والثمرات وبشر الصابرين
162,2,156,"Those who, when a disaster strikes them, say, 'Indeed we belong to Allah, and to Him we will return.'","The verse highlights the attitude of believers in the face of calamity, demonstrating their trust in God's sovereignty and their acceptance of His will, which is a hallmark of their spiritual maturity and submission to Him.",الذين إذا أصابتهم مصيبة قالوا إنا لله وإنا إليه راجعون
163,2,157,"Those are they on whom are blessings from their Lord and mercy, and those are the guided ones.","The verse highlights the special status of those who have received God's blessings and mercy, implying that they have been chosen for a higher purpose and are being guided towards a righteous path.",أولئك عليهم صلوات من ربهم ورحمة وأولئك هم المهتدون
164,2,158,"Indeed, as-Safa and al-Marwah are among the symbols of Allah. So whoever performs Hajj to the House or performs Umrah, there is no blame upon him for walking between them. And whoever volunteers good - then indeed, Allah is Appreciative and Knowing.","This verse highlights the importance of humility and obedience to God's commands, emphasizing that performing rituals such as walking between as-Safa and al-Marwah is an act of devotion and submission to God's will, and that God is aware of and appreciative of such acts of righteousness.",إن الصفا والمروة من شعائر الله فمن حج البيت أو اعتمر فلا جناح عليه أن يطوف بهما ومن تطوع خيرا فإن الله شاكر عليم
165,2,159,"Verily, those who conceal what We have sent down of the clear signs and the guidance after We have made it clear to the people in the Book, those are cursed by Allah and cursed by those who curse.","The verse highlights the gravity of concealing divine guidance and truth, implying that those who do so are not only cursed by God but also by others who are aware of their deceit, emphasizing the severity of the consequences of hiding the truth.",إن الذين يكتمون ما أنزلنا من البينات والهدى من بعد ما بيناه للناس في الكتاب أولئك يلعنهم الله ويلعنهم اللاعنون
166,2,160,"Except for those who repent, reform, and make clear. Those - I will accept their repentance, and I am the Accepting, the Merciful.","The verse highlights the importance of sincere repentance and reformation, emphasizing that God's mercy is available to those who genuinely turn away from their wrongdoings and make amends, and that He is always willing to accept their repentance and forgive them.",إلا الذين تابوا وأصلحوا وبينوا فأولئك أتوب عليهم وأنا التواب الرحيم
167,2,161,"Indeed, those who disbelieved and died while they were disbelievers - upon them is the curse of Allah and the angels and the people, all together.","The verse highlights the severity of God's wrath towards those who reject faith and die in a state of disbelief, implying that their fate is sealed and that they will face eternal punishment.",إن الذين كفروا وماتوا وهم كفار أولئك عليهم لعنة الله والملائكة والناس أجمعين
168,2,162,"Abiding therein, the punishment shall not be lightened for them, nor shall they be reprieved.","The verse highlights the eternal nature of punishment in the afterlife, emphasizing that the torment will be relentless and unending, with no respite or reprieve for the sinners.",خالدين فيها لا يخفف عنهم العذاب ولا هم ينظرون
169,2,163,"And your God is one God, there is no god except He, the Most Gracious, the Most Merciful.","This verse emphasizes the unity and uniqueness of God, asserting that there is only one God, who is full of mercy and compassion, and that He is the only one worthy of worship and devotion.",وإلهكم إله واحد لا إله إلا هو الرحمن الرحيم
170,2,164,"Indeed, in the creation of the heavens and the earth and the alternation of night and day, and the ships which sail through the sea with that which benefits people, and what Allah has sent down from the sky of rain, and gave life thereby to the earth after its death, and dispersed therein every kind of moving creature, and the directing of the winds and the clouds that are driven between the sky and the earth, are signs for a people who understand.","The verse highlights the importance of contemplation and reflection on the signs of God's creation, which are evident in the natural world, and emphasizes that these signs are only appreciated by those who possess intellect and understanding.",إن في خلق السماوات والأرض واختلاف الليل والنهار والفلك التي تجري في البحر بما ينفع الناس وما أنزل الله من السماء من ماء فأحيا به الأرض بعد موتها وبث فيها من كل دابة وتصريف الرياح والسحاب المسخر بين السماء والأرض لآيات لقوم يعقلون
171,2,165,"And of the people are some who take others besides Allah as rivals, loving them as they should love Allah, but those who believe are stronger in love for Allah, and if the wrongdoers could see, when they see the punishment, that the power belongs entirely to Allah, and that Allah is severe in punishment.","The verse highlights the intensity of the believers' love for God, which surpasses their love for anything or anyone else, and serves as a reminder of God's absolute power and authority, which will be manifest on the Day of Judgment when the wrongdoers will realize their mistake.",ومن الناس من يتخذ من دون الله أندادا يحبونهم كحب الله والذين آمنوا أشد حبا لله ولو يرى الذين ظلموا إذ يرون العذاب أن القوة لله جميعا وأن الله شديد العذاب
172,2,166,"When those who were followed will disown those who followed, and they will see the punishment, and the bonds between them will be cut off.","The verse highlights the futility of worldly relationships and alliances in the face of divine judgment, where even those who were once close will disown each other, and the only thing that will matter is one's individual accountability before God.",إذ تبرأ الذين اتبعوا من الذين اتبعوا ورأوا العذاب وتقطعت بهم الأسباب
173,2,167,"And those who followed said, 'If only we could return [to the world], we would disassociate ourselves from them, just as they have disassociated themselves from us.' Thus Allah will show them their deeds, and they will regret them, and they will not come out of the Fire.","The verse highlights the regret and remorse that the followers of misguided leaders will experience in the afterlife, when they realize their mistakes and wish they could go back in time to correct them, but it will be too late and they will be trapped in the Fire.",وقال الذين اتبعوا لو أن لنا كرة فنتبرأ منهم كما تبرءوا منا كذلك يريهم الله أعمالهم حسرات عليهم وما هم بخارجين من النار
174,2,168,"O mankind, eat from what is lawful and good on earth and do not follow the footsteps of Satan. Indeed, he is to you a clear enemy.","This verse emphasizes the importance of living a righteous life by consuming only what is permissible and good, and avoiding the influences of Satan, who is a clear enemy of humanity, seeking to lead people astray from the path of righteousness.",يا أيها الناس كلوا مما في الأرض حلالا طيبا ولا تتبعوا خطوات الشيطان إنه لكم عدو مبين
175,2,169,"He only orders you to evil and lewdness, and that you should say about Allah what you do not know.","The verse highlights the deceitful nature of Satan, who encourages people to engage in evil and immoral behavior, and to attribute false statements to God, which they have no knowledge of, thus leading people astray from the right path.",إنما يأمركم بالسوء والفحشاء وأن تقولوا على الله ما لا تعلمون
176,2,170,"And when it is said to them: 'Follow what Allah has sent down', they say: 'Nay, we shall follow what we found our fathers following', even though their fathers did not understand anything nor were they guided.","The verse highlights the tendency of people to blindly follow their ancestors' traditions and customs, even if they are wrong, rather than following the truth and guidance revealed by God, indicating a lack of critical thinking and a strong attachment to cultural heritage.",وإذا قيل لهم اتبعوا ما أنزل الله قالوا بل نتبع ما ألفينا عليه آباءنا أولو كان آباؤهم لا يعقلون شيئا ولا يهتدون
177,2,171,"And the example of those who disbelieve is like the one who shouts at one who hears nothing except calls and cries, deaf, dumb, and blind, so they do not understand.","The verse highlights the futility of trying to guide those who have deliberately closed their minds and hearts to the truth, and are thus unable to comprehend or respond to the call to faith.",ومثل الذين كفروا كمثل الذي ينعق بما لا يسمع إلا دعاء ونداء صم بكم عمي فهم لا يعقلون
178,2,172,"O you who have believed, eat from the good things We have provided for you and be grateful to Allah if it is [indeed] Him that you worship.","The verse encourages believers to appreciate and express gratitude for the blessings and provisions they receive from God, as a way of acknowledging and honoring their relationship with Him.",يا أيها الذين آمنوا كلوا من طيبات ما رزقناكم واشكروا لله إن كنتم إياه تعبدون
179,2,173,"He has only forbidden to you dead animals, and blood, and the flesh of swine, and that which has been dedicated to other than Allah, but whoever is forced, not rebelling, nor transgressing, there is no sin upon him. Indeed, Allah is Forgiving, Merciful.","This verse highlights Allah's mercy and forgiveness towards those who are forced to eat forbidden food out of necessity, as long as they do not rebel or transgress, indicating that Allah's laws are not meant to be harsh or punitive, but rather to guide humanity towards a righteous path.",إنما حرم عليكم الميتة والدم ولحم الخنزير وما أهل به لغير الله فمن اضطر غير باغ ولا عاد فلا إثم عليه إن الله غفور رحيم
180,2,174,"Indeed, those who conceal what Allah has revealed of the Book and exchange it for a small price - those will not eat except the Fire in their bellies. Allah will not speak to them on the Day of Resurrection, nor will He purify them. And they will have a painful punishment.","This verse suggests that those who distort or hide the truth of God's revelation for personal gain will be punished severely, implying that their corruption will ultimately consume them from within, leaving them with a sense of emptiness and despair.",إن الذين يكتمون ما أنزل الله من الكتاب ويشترون به ثمنا قليلا أولئك ما يأكلون في بطونهم إلا النار ولا يكلمهم الله يوم القيامة ولا يزكيهم ولهم عذاب أليم
181,2,175,"Those are the ones who have bought delusion at the price of guidance, and torment at the price of forgiveness, so how can they endure the Fire?","The verse highlights the concept of spiritual transaction, where individuals trade their spiritual well-being for worldly gains, ultimately leading to their downfall and inability to withstand the punishment of Hellfire.",أولئك الذين اشتروا الضلالة بالهدى والعذاب بالمغفرة فما أصبرهم على النار
182,2,176,"That is because Allah has sent down the Book with the truth, and indeed, those who differed over the Book are in a far-reaching dissension.","The verse highlights the importance of adhering to the divine revelation, emphasizing that those who deviate from the truth and engage in disputes over the Book will ultimately find themselves in a state of profound discord and confusion.",ذلك بأن الله نزل الكتاب بالحق وإن الذين اختلفوا في الكتاب لفي شقاق بعيد
183,2,177,"Righteousness is not that you turn your faces towards the east or the west, but righteousness is the one who believes in Allah and the Last Day and the Angels and the Book and the Prophets, and gives wealth, in spite of love for it, to the near relatives, the orphans, the needy, the traveler, and the beggars, and for freeing slaves, and establishes prayer and gives zakah, and the fulfillers of their covenant when they make a covenant, and the patient in poverty and hardship and during battle. Those are the ones who are truthful, and those are the righteous.","The verse emphasizes that true righteousness is not about external rituals or superficial actions, but rather about having a deep faith in God and demonstrating it through acts of kindness, generosity, and compassion towards others, while also being steadfast and patient in the face of adversity.",ليس البر أن تولوا وجوهكم قبل المشرق والمغرب ولكن البر من آمن بالله واليوم الآخر والملائكة والكتاب والنبيين وآتى المال على حبه ذوي القربى واليتامى والمساكين وابن السبيل والسائلين وفي الرقاب وأقام الصلاة وآتى الزكاة والموفون بعهدهم إذا عاهدوا والصابرين في البأساء والضراء وحين البأس أولئك الذين صدقوا وأولئك هم المتقون
184,2,178,"O you who have believed, prescribed for you is retaliation in cases of murder - the free for the free, the slave for the slave, and the female for the female. But if anyone remits the revenge by way of charity, it is an act of atonement for him. And whoever vengeance is forgone, and he is compensated with good, then that is a relief from your Lord and a mercy. And whoever transgresses after that, then for him is a painful punishment.","The verse highlights the importance of justice and the need for balance in punishment, emphasizing that the punishment should fit the crime, and that forgiveness and atonement are also acceptable alternatives, reflecting God's mercy and desire for human rehabilitation.",يا أيها الذين آمنوا كتب عليكم القصاص في القتلى الحر بالحر والعبد بالعبد والأنثى بالأنثى فمن عفي له من أخيه شيء فاتباع بالمعروف وأداء إليه بإحسان ذلك تخفيف من ربكم ورحمة فمن اعتدى بعد ذلك فله عذاب أليم
185,2,179,"And there is life for you in retaliation, O you who possess intellect, that you may become righteous.","The verse suggests that the principle of retaliation, or an eye for an eye, is a means of preserving life and promoting righteousness, as it deters people from committing crimes and encourages them to live in a state of mutual respect and fear of God.",ولكم في القصاص حياة يا أولي الألباب لعلكم تتقون
186,2,180,"It is prescribed for you when death approaches one of you, if he leaves wealth, that the will should be for parents and near relatives, a duty upon the righteous.","This verse emphasizes the importance of fulfilling the rights of parents and relatives, even in one's final moments, as a demonstration of righteousness and a commitment to justice and fairness.",كتب عليكم إذا حضر أحدكم الموت إن ترك خيرا الوصية للوالدين والأقربين بالمعروف حقا على المتقين
187,2,181,"And whoever changes it after he has heard it, the sin is only upon those who change it. Indeed, Allah is Hearing, Knowing.","The verse highlights the importance of preserving the authenticity of divine revelations and warnings, and that any alterations or distortions will be held accountable by God, emphasizing His all-knowing and all-hearing nature.",فمن بدله بعدما سمعه فإنما إثمه على الذين يبدلونه إن الله سميع عليم
188,2,182,"And if someone fears a breach between two people, and makes peace between them, there is no blame on him. Indeed, Allah is Forgiving, Merciful.","The verse highlights the importance of reconciliation and forgiveness in resolving conflicts, and that those who work towards peace and harmony will be rewarded by God's forgiveness and mercy.",فمن خاف من موص جنفا أو إثما فأصلح بينهم فلا إثم عليه إن الله غفور رحيم
189,2,183,"O you who have believed, fasting has been prescribed for you as it was prescribed for those before you, so that you may become righteous.","This verse emphasizes the importance of self-reflection and spiritual growth through the practice of fasting, highlighting its role in helping believers develop a sense of righteousness and moral consciousness.",يا أيها الذين آمنوا كتب عليكم الصيام كما كتب على الذين من قبلكم لعلكم تتقون
190,2,184,"For a limited number of days. And whoever among you is ill or on a journey, the same number of days later. And on those who are able to do so, there is a ransom, the feeding of a poor person. And whoever volunteers good, it is better for him. And to fast is better for you, if you only knew.","The verse emphasizes the importance of self-reflection and self-control, as it allows individuals to develop a stronger connection with God and to understand their own limitations and weaknesses, ultimately leading to spiritual growth and a deeper understanding of oneself and one's relationship with God.",أياما معدودات فمن كان منكم مريضا أو على سفر فعدة من أيام أخر وعلى الذين يطيقونه فدية طعام مسكين فمن تطوع خيرا فهو خير له وأن تصوموا خير لكم إن كنتم تعلمون
191,2,185,"The month of Ramadan in which was revealed the Quran, a guidance for the people, and clear proofs of the guidance and the criterion. So whoever among you witnesses the month, let him fast it. And whoever is ill or on a journey, then an equal number of other days. Allah intends for you ease and does not intend for you hardship and that you complete the count and that you magnify Allah for what He has guided you and that you be grateful.","The verse highlights the significance of Ramadan as a month of spiritual growth and gratitude, where Muslims are encouraged to fast and reflect on the guidance and blessings received from God, and to express their gratitude for the revelation of the Quran.",شهر رمضان الذي أنزل فيه القرآن هدى للناس وبينات من الهدى والفرقان فمن شهد منكم الشهر فليصمه ومن كان مريضا أو على سفر فعدة من أيام أخر يريد الله بكم اليسر ولا يريد بكم العسر ولتكملوا العدة ولتكبروا الله على ما هداكم ولعلكم تشكرون
192,2,186,"And when My servants ask you about Me, then I am near. I respond to the invocation of the supplicant when he calls on Me, so let them respond to Me and believe in Me, so that they may be guided.","The verse emphasizes God's proximity to humanity, implying that He is always available to respond to their prayers and invocations, and that He desires a personal relationship with each individual, guiding them towards righteousness and faith.",وإذا سألك عبادي عني فإني قريب أجيب دعوة الداع إذا دعان فليستجيبوا لي وليؤمنوا بي لعلهم يرشدون
193,2,187,"Permitted to you, on the night of fasting, is the approach to your wives. They are your garments and you are their garments. Allah knows what you used to do secretly among yourselves, so He turned to you and forgave you. So now, have relations with them and seek that which Allah has ordained for you, and eat and drink until the white thread of dawn appears to you distinct from the black thread, then complete your fast till nightfall. And do not have relations with them while you are devoted to the mosques. These are the limits of Allah, so do not approach them. Thus Allah makes clear His verses to the people that they may become righteous.","The verse is highlighting the importance of self-control and moderation in seeking pleasure, even in lawful matters like marital relationships, in order to maintain a balance between physical and spiritual needs, and to prioritize spiritual growth and righteousness.",أحل لكم ليلة الصيام الرفث إلى نسائكم هن لباس لكم وأنتم لباس لهن علم الله أنكم كنتم تختانون أنفسكم فتاب عليكم وعفا عنكم فالآن باشروهن وابتغوا ما كتب الله لكم وكلوا واشربوا حتى يتبين لكم الخيط الأبيض من الخيط الأسود من الفجر ثم أتموا الصيام إلى الليل ولا تباشروهن وأنتم عاكفون في المساجد تلك حدود الله فلا تقربوها كذلك يبين الله آياته للناس لعلهم يتقون
194,2,188,"And do not consume one another's wealth unjustly, and do not bribe the rulers that you may consume a portion of people's wealth sinfully, while you know.","This verse is a warning against corruption and bribery, emphasizing the importance of fairness and transparency in financial transactions and dealings with those in authority.",ولا تأكلوا أموالكم بينكم بالباطل وتدلوا بها إلى الحكام لتأكلوا فريقا من أموال الناس بالإثم وأنتم تعلمون
195,2,189,"They ask you about the crescent moons. Say: 'They are timings for the people and for the Hajj. And it is not righteousness that you enter the houses from their backs, but righteousness is he who fears God, so enter the houses from their doors, and fear God that you may be successful.'","The verse emphasizes that true righteousness is not about outward actions, but about having a sincere fear of God, and that is what leads to success.",يسألونك عن الأهلة قل هي مواقيت للناس والحج وليس البر بأن تأتوا البيوت من ظهورها ولكن البر من اتقى وأتوا البيوت من أبوابها واتقوا الله لعلكم تفلحون
196,2,190,"And fight in the way of Allah those who fight you, but do not transgress; indeed, Allah does not love the transgressors.","The verse emphasizes the importance of self-defense in the face of aggression, while also warning against exceeding the limits of justice and committing atrocities, as God does not approve of those who transgress.",وقاتلوا في سبيل الله الذين يقاتلونكم ولا تعتدوا إن الله لا يحب المعتدين
197,2,191,"And kill them wherever you find them, and turn them out from where they have turned you out. And Fitnah is worse than killing. And do not fight them at Al-Masjid Al-Haram until they fight you there. But if they fight you, then kill them. Such is the recompense of the disbelievers.","The verse emphasizes the importance of self-defense and fighting against oppression, highlighting that persecution and Fitnah (persecution or trial) can be a greater evil than physical killing, and that Muslims should not hesitate to defend themselves when attacked, even in a sacred place like the Al-Masjid Al-Haram.",واقتلوهم حيث ثقفتموهم وأخرجوهم من حيث أخرجوكم والفتنة أشد من القتل ولا تقاتلوهم عند المسجد الحرام حتى يقاتلوكم فيه فإن قاتلوكم فاقتلوهم كذلك جزاء الكافرين
198,2,192,"But if they desist, then indeed, Allah is Forgiving, Merciful.","This verse conveys the idea that God is always willing to forgive and show mercy to those who repent and abandon their sinful ways, highlighting the importance of seeking forgiveness and turning to God in humility.",فإن انتهوا فإن الله غفور رحيم
199,2,193,"And fight them until there is no more tumult or oppression, and there prevail justice and faith in Allah; if they cease, let there be no hostility except to those who practice oppression.","The verse emphasizes the importance of fighting against oppression and persecution, and that the ultimate goal is to establish justice and faith in Allah, and that those who practice oppression are the ones who will face hostility.",وقاتلوهم حتى لا تكون فتنة ويكون الدين لله فإن انتهوا فلا عدوان إلا على الظالمين
200,2,194,"The sacred month for the sacred month, and for the prohibited things, retaliation. And whoever transgresses against you, transgress against him in similar manner as he transgressed against you, and fear Allah and know that Allah is with the righteous.","This verse emphasizes the importance of reciprocity in response to aggression, but also cautions against excessive retaliation, as it is tempered by the need to fear Allah and be mindful of His presence with the righteous.",الشهر الحرام بالشهر الحرام والحرمات قصاص فمن اعتدى عليكم فاعتدوا عليه بمثل ما اعتدى عليكم واتقوا الله واعلموا أن الله مع المتقين
201,2,195,"And spend in the cause of Allah and do not throw [yourselves] with your [own] hands to destruction. And do good; indeed, Allah loves the doers of good.","The verse encourages believers to be mindful of their actions, as they have the power to bring about their own downfall or success, and reminds them that Allah rewards those who do good and are mindful of their actions.",وأنفقوا في سبيل الله ولا تلقوا بأيديكم إلى التهلكة وأحسنوا إن الله يحب المحسنين
202,2,196,"And complete the Hajj and 'Umrah for Allah. And if you are prevented, then [offer] what can be obtained with ease of sacrifice. And do not shave your heads until the sacrifice has reached its place. And whoever among you is ill or has an ailment of the head, then [as a ransom] a fasting or a charity or a sacrifice. And when you are secure, then whoever performs 'Umrah [during the Hajj] then [offer] what can be obtained with ease of sacrifice. And whoever cannot, then [fasting] three days in the Hajj and seven when you have returned. Those are ten complete [days]. That [is for] those whose family is not present at the Sacred Mosque. And fear Allah and know that Allah is severe in punishment.","The verse emphasizes the importance of fulfilling one's religious obligations, specifically the Hajj and 'Umrah, and reminds believers that Allah is severe in punishment, implying that those who neglect their duties will face consequences.",وأتموا الحج والعمرة لله فإن أحصرتم فما استيسر من الهدي ولا تحلقوا رءوسكم حتى يبلغ الهدي محله فمن كان منكم مريضا أو به أذى من رأسه ففدية من صيام أو صدقة أو نسك فإذا أمنتم فمن تمتع بالعمرة إلى الحج فما استيسر من الهدي فمن لم يجد فصيام ثلاثة أيام في الحج وسبعة إذا رجعتم تلك عشرة كاملة ذلك لمن لم يكن أهله حاضري المسجد الحرام واتقوا الله واعلموا أن الله شديد العقاب
